Cuenca o Litoral,Grupo de especie,Formato,Especie,Nombre más común de la especie,Forma de presentación
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Eviscerado enhielado
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Eviscerado fresco
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Salpreso
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Seco salado
Atrato,Peces,PezOseo,Megalops atlanticus,Sábalo,Entero
Atrato,Peces,PezOseo,Megalops atlanticus,Sábalo,Eviscerado
Atrato,Peces,PezOseo,Mesoheros atromaculatus,Pochoa,Entero fresco
Atrato,Peces,PezOseo,Mesoheros atromaculatus,Pochoa,Eviscerado fresco
Atrato,Peces,PezOseo,Micropogonias furnieri,Corvina rayada,Entero
Atrato,Peces,PezOseo,Micropogonias furnieri,Corvina rayada,Eviscerado
Atrato,Peces,PezOseo,Mugil incilis,Lisa rayada,Entero
Atrato,Peces,PezOseo,Mugil incilis,Lisa rayada,Eviscerado
Atrato,Peces,PezOseo,Notarius bonillai,Bagre de rio,Entero
Atrato,Peces,PezOseo,Notarius bonillai,Bagre de rio,Entero enhielado
Atrato,Peces,PezOseo,Notarius bonillai,Bagre de rio,Entero fresco
Atrato,Peces,PezOseo,Notarius bonillai,Bagre de rio,Eviscerado
Atrato,Peces,PezOseo,Notarius bonillai,Bagre de rio,Eviscerado enhielado
Atrato,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Entero fresco
Atrato,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Eviscerado enhielado
Atrato,Peces,PezOseo,Pimelodus punctatus,Charre,Entero
Atrato,Peces,PezOseo,Pimelodus punctatus,Charre,Entero enhielado
Atrato,Peces,PezOseo,Pimelodus punctatus,Charre,Entero fresco
Atrato,Peces,PezOseo,Pimelodus punctatus,Charre,Eviscerado
Atrato,Peces,PezOseo,Pimelodus punctatus,Charre,Eviscerado enhielado
Atrato,Peces,PezOseo,Pimelodus punctatus,Charre,Eviscerado fresco
Atrato,Peces,PezOseo,Pimelodus sp. 2,Gunguma,Entero fresco
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Entero
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Entero enhielado
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Entero fresco
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Eviscerado
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Eviscerado enhielado
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Eviscerado fresco
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Salpreso
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Seco salado
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Entero
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Entero enhielado
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Entero fresco
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Eviscerado
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Eviscerado enhielado
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Eviscerado fresco
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Entero
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Entero enhielado
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Entero fresco
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Eviscerado
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Eviscerado enhielado
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Eviscerado fresco
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Entero
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Entero enhielado
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Entero fresco
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Eviscerado
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Eviscerado enhielado
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Eviscerado fresco
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Salpreso
Atrato,Peces,PezOseo,Rhonciscus crocro,Comegrano,Entero
Atrato,Peces,PezOseo,Rhonciscus crocro,Comegrano,Eviscerado
Atrato,Peces,PezOseo,Sciades proops,Chivo mozo,Entero
Atrato,Peces,PezOseo,Sciades proops,Chivo mozo,Entero fresco
Atrato,Peces,PezOseo,Sciades proops,Chivo mozo,Eviscerado
Atrato,Peces,PezOseo,Sciades proops,Chivo mozo,Eviscerado enhielado
Atrato,Peces,PezOseo,Selene vomer,"Caracaballo, jorobado de penacho",Entero
Atrato,Peces,PezOseo,Spatuloricaria atratoensis,Guacuco palo,Entero fresco
Atrato,Peces,PezOseo,Spatuloricaria atratoensis,Guacuco palo,Eviscerado fresco
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Entero
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Entero enhielado
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Entero fresco
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Eviscerado
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Eviscerado enhielado
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Eviscerado fresco
Atrato,Peces,PezOseo,Sturisomatichthys panamensis,"Palito pitero, Alcalde chuzo, Raspacanoa, Policía",Entero
Atrato,Peces,PezOseo,Sturisomatichthys panamensis,"Palito pitero, Alcalde chuzo, Raspacanoa, Policía",Entero fresco
Atrato,Peces,PezOseo,Sturisomatichthys tamanae,Guacuco,Entero fresco
Atrato,Peces,PezOseo,Trachelyopterus fisheri,Perico,Entero fresco
Magdalena,Peces,PezOseo,Ageneiosus pardalis,Doncella,Entero enhielado
Magdalena,Peces,PezOseo,Ageneiosus pardalis,Doncella,Entero fresco
Magdalena,Peces,PezOseo,Ageneiosus pardalis,Doncella,Eviscerado enhielado
Magdalena,Peces,PezOseo,Ageneiosus pardalis,Doncella,Eviscerado fresco
Magdalena,Peces,PezOseo,Apteronotus magdalenensis,Boca de perro o mayupa,Eviscerado enhielado
Magdalena,Peces,PezOseo,Astyanax magdalenae,Sardina,Eviscerado enhielado
Magdalena,Peces,PezOseo,Brycon amazonicus,Sábalo,Eviscerado enhielado
Magdalena,Peces,PezOseo,Brycon moorei,Dorada,Entero enhielado
Magdalena,Peces,PezOseo,Brycon moorei,Dorada,Entero fresco
Magdalena,Peces,PezOseo,Brycon moorei,Dorada,Eviscerado enhielado
Magdalena,Peces,PezOseo,Brycon moorei,Dorada,Eviscerado fresco
Magdalena,Peces,PezOseo,Brycon rubricauda,Sábalo,Eviscerado enhielado
Magdalena,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Entero enhielado
Magdalena,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Eviscerado enhielado
Magdalena,Peces,PezOseo,Chaetostoma brevilabiatum,Cucha jetona,Entero enhielado
Magdalena,Peces,PezOseo,Chaetostoma brevilabiatum,Cucha jetona,Entero fresco
Magdalena,Peces,PezOseo,Chaetostoma brevilabiatum,Cucha jetona,Eviscerado enhielado
Magdalena,Peces,PezOseo,Chaetostoma brevilabiatum,Cucha jetona,Eviscerado fresco
Magdalena,Peces,PezOseo,Chaetostoma milesi,Cucha pecosa,Entero fresco
Magdalena,Peces,PezOseo,Chaetostoma milesi,Cucha pecosa,Eviscerado enhielado
Magdalena,Peces,PezOseo,Chaetostoma spp.,Albina,Entero fresco
Magdalena,Peces,PezOseo,Chaetostoma thomsoni,Corroncho rayado,Eviscerado enhielado
Magdalena,Peces,PezOseo,Colossoma macropomum,Cachama negra,Entero enhielado
Magdalena,Peces,PezOseo,Colossoma macropomum,Cachama negra,Entero fresco
Magdalena,Peces,PezOseo,Colossoma macropomum,Cachama negra,Eviscerado enhielado
Magdalena,Peces,PezOseo,Colossoma macropomum,Cachama negra,Eviscerado fresco
Magdalena,Peces,PezOseo,Curimata mivartii,Vizcaína,Entero enhielado
Magdalena,Peces,PezOseo,Curimata mivartii,Vizcaína,Entero fresco
Magdalena,Peces,PezOseo,Curimata mivartii,Vizcaína,Eviscerado enhielado
Magdalena,Peces,PezOseo,Curimata mivartii,Vizcaína,Eviscerado fresco
Magdalena,Peces,PezOseo,Cynopotamus magdalenae,Chango,Entero enhielado
Magdalena,Peces,PezOseo,Cynopotamus magdalenae,Chango,Entero fresco
Magdalena,Peces,PezOseo,Cynopotamus magdalenae,Chango,Eviscerado enhielado
Magdalena,Peces,PezOseo,Cynopotamus magdalenae,Chango,Eviscerado fresco
Magdalena,Peces,PezOseo,Cyphocharax magdalenae,Pincho,Entero enhielado
Magdalena,Peces,PezOseo,Cyphocharax magdalenae,Pincho,Eviscerado enhielado
Magdalena,Peces,PezOseo,Dasyloricaria filamentosa,Raspacanoa,Entero fresco
Magdalena,Peces,PezOseo,Dasyloricaria filamentosa,Raspacanoa,Eviscerado enhielado
Magdalena,Peces,PezOseo,Hoplias malabaricus,Moncholo,Entero enhielado
Magdalena,Peces,PezOseo,Hoplias malabaricus,Moncholo,Entero fresco
Magdalena,Peces,PezOseo,Hoplias malabaricus,Moncholo,Eviscerado enhielado
Magdalena,Peces,PezOseo,Hoplias malabaricus,Moncholo,Eviscerado fresco
Magdalena,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Entero enhielado
Magdalena,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Entero fresco
Magdalena,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Eviscerado enhielado
Magdalena,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Eviscerado fresco
Magdalena,Peces,PezOseo,Hypostomus niceforoi,Hypostomo de piedra,Entero fresco
Magdalena,Peces,PezOseo,Hypostomus niceforoi,Hypostomo de piedra,Eviscerado enhielado
Magdalena,Peces,PezOseo,Hypostomus sp. 1,Hypostomo,Eviscerado enhielado
Magdalena,Peces,PezOseo,Hypostomus sp. 2,Coroncoro,Entero enhielado
Magdalena,Peces,PezOseo,Hypostomus sp. 2,Coroncoro,Eviscerado enhielado
Magdalena,Peces,PezOseo,Hypostomus sp. 2,Coroncoro,Eviscerado fresco
Magdalena,Peces,PezOseo,Ichthyoelephas longirostris,Pataló,Entero enhielado
Magdalena,Peces,PezOseo,Ichthyoelephas longirostris,Pataló,Entero fresco
Magdalena,Peces,PezOseo,Ichthyoelephas longirostris,Pataló,Eviscerado enhielado
Magdalena,Peces,PezOseo,Ichthyoelephas longirostris,Pataló,Eviscerado fresco
Magdalena,Peces,PezOseo,Isorineloricaria tenuicauda,Zapatero,Entero enhielado
Magdalena,Peces,PezOseo,Isorineloricaria tenuicauda,Zapatero,Entero fresco
Magdalena,Peces,PezOseo,Isorineloricaria tenuicauda,Zapatero,Eviscerado enhielado
Magdalena,Peces,PezOseo,Isorineloricaria tenuicauda,Zapatero,Eviscerado fresco
Magdalena,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Entero fresco
Magdalena,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Eviscerado enhielado
Magdalena,Peces,PezOseo,Lasiancistrus caucanus,Boca manteca boca pelúa,Entero fresco
Magdalena,Peces,PezOseo,Lasiancistrus caucanus,Boca manteca boca pelúa,Eviscerado enhielado
Magdalena,Peces,PezOseo,Leporellus vittatus,Corunta,Eviscerado enhielado
Magdalena,Peces,PezOseo,Megaleporinus muyscorum,Moino,Entero enhielado
Magdalena,Peces,PezOseo,Megaleporinus muyscorum,Moino,Entero fresco
Magdalena,Peces,PezOseo,Megaleporinus muyscorum,Moino,Eviscerado enhielado
Magdalena,Peces,PezOseo,Megaleporinus muyscorum,Moino,Eviscerado fresco
Magdalena,Peces,PezOseo,Megalops atlanticus,Sábalo,Eviscerado enhielado
Magdalena,Peces,PezOseo,Notarius bonillai,Bagre de rio,Eviscerado enhielado
Magdalena,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Entero enhielado
Magdalena,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Eviscerado enhielado
Magdalena,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Eviscerado fresco
Magdalena,Peces,PezOseo,Oreochromis spp.,"Mojarra roja, Tilapia",Eviscerado enhielado
Magdalena,Peces,PezOseo,Panaque cochliodon,Coroncoro,Entero enhielado
Magdalena,Peces,PezOseo,Panaque cochliodon,Coroncoro,Entero fresco
Magdalena,Peces,PezOseo,Panaque cochliodon,Coroncoro,Eviscerado enhielado
Magdalena,Peces,PezOseo,Panaque cochliodon,Coroncoro,Eviscerado fresco
Magdalena,Peces,PezOseo,Pangasianodon hypophthalmus,Basa,Entero enhielado
Magdalena,Peces,PezOseo,Pangasianodon hypophthalmus,Basa,Entero fresco
Magdalena,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Entero enhielado
Magdalena,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Entero fresco
Magdalena,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Eviscerado enhielado
Magdalena,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Eviscerado fresco
Magdalena,Peces,PezOseo,Pimelodus grosskopfii,Capaz,Entero enhielado
Magdalena,Peces,PezOseo,Pimelodus grosskopfii,Capaz,Entero fresco
Magdalena,Peces,PezOseo,Pimelodus grosskopfii,Capaz,Eviscerado enhielado
Magdalena,Peces,PezOseo,Pimelodus grosskopfii,Capaz,Eviscerado fresco
Magdalena,Peces,PezOseo,Pimelodus yuma,Nicuro,Entero enhielado
Magdalena,Peces,PezOseo,Pimelodus yuma,Nicuro,Entero fresco
Magdalena,Peces,PezOseo,Pimelodus yuma,Nicuro,Eviscerado enhielado
Magdalena,Peces,PezOseo,Pimelodus yuma,Nicuro,Eviscerado fresco
Magdalena,Peces,PezOseo,Plagioscion magdalenae,Pacora,Entero enhielado
Magdalena,Peces,PezOseo,Plagioscion magdalenae,Pacora,Entero fresco
Magdalena,Peces,PezOseo,Plagioscion magdalenae,Pacora,Eviscerado enhielado
Magdalena,Peces,PezOseo,Plagioscion magdalenae,Pacora,Eviscerado fresco
Magdalena,Rayas,Tiburon/Raya,Potamotrygon magdalenae,Raya,Eviscerado enhielado
Magdalena,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Entero enhielado
Magdalena,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Entero fresco
Magdalena,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Eviscerado enhielado
Magdalena,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Eviscerado fresco
Magdalena,Peces,PezOseo,Pseudopimelodus atricaudus,Pejesapo,Entero enhielado
Magdalena,Peces,PezOseo,Pseudopimelodus atricaudus,Pejesapo,Entero fresco
Magdalena,Peces,PezOseo,Pseudopimelodus atricaudus,Pejesapo,Eviscerado enhielado
Magdalena,Peces,PezOseo,Pseudopimelodus atricaudus,Pejesapo,Eviscerado fresco
Magdalena,Peces,PezOseo,Pseudopimelodus magnus,Tucunare,Entero fresco
Magdalena,Peces,PezOseo,Pseudopimelodus magnus,Tucunare,Eviscerado enhielado
Magdalena,Peces,PezOseo,Pseudopimelodus magnus,Tucunare,Eviscerado fresco
Magdalena,Peces,PezOseo,Pseudoplatystoma magdaleniatum,Bagre rayado,Entero enhielado
Magdalena,Peces,PezOseo,Pseudoplatystoma magdaleniatum,Bagre rayado,Entero fresco
Magdalena,Peces,PezOseo,Pseudoplatystoma magdaleniatum,Bagre rayado,Eviscerado enhielado
Magdalena,Peces,PezOseo,Pseudoplatystoma magdaleniatum,Bagre rayado,Eviscerado fresco
Magdalena,Peces,PezOseo,Pterygoplichthys undecimalis,Coroncoro,Entero enhielado
Magdalena,Peces,PezOseo,Pterygoplichthys undecimalis,Coroncoro,Entero fresco
Magdalena,Peces,PezOseo,Pterygoplichthys undecimalis,Coroncoro,Eviscerado enhielado
Magdalena,Peces,PezOseo,Pterygoplichthys undecimalis,Coroncoro,Eviscerado fresco
Magdalena,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Entero enhielado
Magdalena,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Entero fresco
Magdalena,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Eviscerado enhielado
Magdalena,Peces,PezOseo,Salminus affinis,Picúa,Entero enhielado
Magdalena,Peces,PezOseo,Salminus affinis,Picúa,Entero fresco
Magdalena,Peces,PezOseo,Salminus affinis,Picúa,Eviscerado enhielado
Magdalena,Peces,PezOseo,Salminus affinis,Picúa,Eviscerado fresco
Magdalena,Peces,PezOseo,Sorubim cuspicaudus,Blanquillo,Entero enhielado
Magdalena,Peces,PezOseo,Sorubim cuspicaudus,Blanquillo,Entero fresco
Magdalena,Peces,PezOseo,Sorubim cuspicaudus,Blanquillo,Eviscerado enhielado
Magdalena,Peces,PezOseo,Sorubim cuspicaudus,Blanquillo,Eviscerado fresco
Magdalena,Peces,PezOseo,Spatuloricaria fimbriata,Caitolé,Eviscerado enhielado
Magdalena,Peces,PezOseo,Spatuloricaria gymnogaster,Zapatero,Entero enhielado
Magdalena,Peces,PezOseo,Spatuloricaria gymnogaster,Zapatero,Entero fresco
Magdalena,Peces,PezOseo,Spatuloricaria gymnogaster,Zapatero,Eviscerado enhielado
Magdalena,Peces,PezOseo,Spatuloricaria gymnogaster,Zapatero,Eviscerado fresco
Magdalena,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Entero enhielado
Magdalena,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Entero fresco
Magdalena,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Eviscerado enhielado
Magdalena,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Eviscerado fresco
Magdalena,Peces,PezOseo,Trichopodus pectoralis,Barbona,Entero enhielado
Magdalena,Peces,PezOseo,Triportheus magdalenae,Arenca,Entero enhielado
Magdalena,Peces,PezOseo,Triportheus magdalenae,Arenca,Entero fresco
Magdalena,Peces,PezOseo,Triportheus magdalenae,Arenca,Eviscerado enhielado
Magdalena,Peces,PezOseo,Triportheus magdalenae,Arenca,Eviscerado fresco
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Entero
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Entero enhielado
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Entero fresco
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Eviscerado
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Salpreso
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Entero
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Entero fresco
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Eviscerado
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Eviscerado fresco
Pacífico,Peces,PezOseo,Acanthurus xanthopterus,Navaja,Entero
Pacífico,Peces,PezOseo,Acanthurus xanthopterus,Navaja,Eviscerado
Pacífico,Peces,PezOseo,Achirus klunzingeri,Lenguado redondo,Descabezado
Pacífico,Peces,PezOseo,Achirus klunzingeri,Lenguado redondo,Entero
Pacífico,Peces,PezOseo,Achirus klunzingeri,Lenguado redondo,Entero enhielado
Pacífico,Peces,PezOseo,Achirus klunzingeri,Lenguado redondo,Eviscerado
Pacífico,Peces,PezOseo,Albula pacifica,Lisa bonita,Entero
Pacífico,Peces,PezOseo,Albula pacifica,Lisa bonita,Entero enhielado
Pacífico,Peces,PezOseo,Albula pacifica,Lisa bonita,Entero fresco
Pacífico,Peces,PezOseo,Alectis ciliaris,Pez cabuya,Entero
Pacífico,Peces,PezOseo,Alectis ciliaris,Pez cabuya,Entero fresco
Pacífico,Peces,PezOseo,Aluterus monoceros,Marfilillo,Descabezado
Pacífico,Peces,PezOseo,Aluterus monoceros,Marfilillo,Entero
Pacífico,Peces,PezOseo,Aluterus monoceros,Marfilillo,Entero enhielado
Pacífico,Peces,PezOseo,Aluterus monoceros,Marfilillo,Entero fresco
Pacífico,Peces,PezOseo,Aluterus monoceros,Marfilillo,Eviscerado sin gónada
Pacífico,Moluscos,Bivalvo,Anadara similis,Piangua mediana,Carne
Pacífico,Moluscos,Bivalvo,Anadara similis,Piangua mediana,Concha
Pacífico,Moluscos,Bivalvo,Anadara similis,Piangua mediana,Entero
Pacífico,Moluscos,Bivalvo,Anadara similis,Piangua mediana,Entero fresco
Pacífico,Moluscos,Bivalvo,Anadara spp.,Piangua,Carne
Pacífico,Moluscos,Bivalvo,Anadara spp.,Piangua,Concha
Pacífico,Moluscos,Bivalvo,Anadara spp.,Piangua,Entero
Pacífico,Moluscos,Bivalvo,Anadara spp.,Piangua,Entero enhielado
Pacífico,Moluscos,Bivalvo,Anadara spp.,Piangua,Entero fresco
Pacífico,Moluscos,Bivalvo,Anadara tuberculosa,Piangua grande,Carne
Pacífico,Moluscos,Bivalvo,Anadara tuberculosa,Piangua grande,Concha
Pacífico,Moluscos,Bivalvo,Anadara tuberculosa,Piangua grande,Entero
Pacífico,Peces,PezOseo,Anisotremus interruptus,Grano de oro,Entero
Pacífico,Peces,PezOseo,Anisotremus interruptus,Grano de oro,Eviscerado
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Entero
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Entero enhielado
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Entero fresco
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Eviscerado
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Eviscerado enhielado
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Eviscerado fresco
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Seco salado
Pacífico,Peces,PezOseo,Anisotremus taeniatus,Roncador amarillo rayado,Entero fresco
Pacífico,Peces,PezOseo,Anisotremus taeniatus,Roncador amarillo rayado,Eviscerado fresco
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Entero
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Entero enhielado
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Entero fresco
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Eviscerado
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Eviscerado enhielado
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Eviscerado fresco
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Salpreso
Pacífico,Peces,PezOseo,Auxis brachydorax,Madurito,Descabezado
Pacífico,Peces,PezOseo,Auxis brachydorax,Madurito,Entero
Pacífico,Peces,PezOseo,Auxis brachydorax,Madurito,Entero fresco
Pacífico,Peces,PezOseo,Auxis brachydorax,Madurito,Eviscerado
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Entero
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Entero enhielado
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Entero fresco
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Eviscerado
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Eviscerado enhielado
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Eviscerado fresco
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Salpreso
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Seco salado
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Entero
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Entero enhielado
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Entero fresco
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Eviscerado
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Eviscerado con gónada
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Eviscerado enhielado
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Eviscerado fresco
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Seco salado
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Trozos
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Entero
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Entero enhielado
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Entero fresco
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Eviscerado
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Eviscerado enhielado
Pacífico,Peces,PezOseo,Balistes polylepis,Pejecuera,Entero
Pacífico,Peces,PezOseo,Balistes polylepis,Pejecuera,Entero enhielado
Pacífico,Peces,PezOseo,Balistes polylepis,Pejecuera,Entero fresco
Pacífico,Peces,PezOseo,Balistes polylepis,Pejecuera,Eviscerado
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Descabezado
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Entero
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Entero fresco
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Eviscerado
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Eviscerado con gónada
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Eviscerado enhielado
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Eviscerado fresco
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Filete
Pacífico,Peces,PezOseo,Brycon meeki,Sábalo de río,Entero
Pacífico,Peces,PezOseo,Brycon meeki,Sábalo de río,Entero enhielado
Pacífico,Peces,PezOseo,Brycon meeki,Sábalo de río,Entero fresco
Pacífico,Peces,PezOseo,Brycon meeki,Sábalo de río,Eviscerado
Pacífico,Crustáceos,Jaiba,Callinectes spp.,Jaiba,Carne
Pacífico,Crustáceos,Jaiba,Callinectes spp.,Jaiba,Entero
Pacífico,Crustáceos,Jaiba,Callinectes toxotes,Jaiba,Carne
Pacífico,Crustáceos,Jaiba,Callinectes toxotes,Jaiba,Entero
Pacífico,Crustáceos,Jaiba,Callinectes toxotes,Jaiba,Entero fresco
Pacífico,Crustáceos,Jaiba,Callinectes toxotes,Jaiba,Muelas
Pacífico,Peces,PezOseo,Canthidermis maculata,Chancho,Entero
Pacífico,Peces,PezOseo,Canthidermis maculata,Chancho,Entero enhielado
Pacífico,Peces,PezOseo,Canthidermis maculata,Chancho,Eviscerado
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Entero
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Entero enhielado
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Entero fresco
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Eviscerado
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Eviscerado enhielado
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Eviscerado fresco
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Entero
