Cuenca o Litoral,Grupo de especie,Formato,Especie,Nombre más común de la especie,Categoría comercial
Magdalena,Peces,PezOseo,Pseudoplatystoma magdaleniatum,Bagre rayado,Revuelto
Magdalena,Peces,PezOseo,Pterygoplichthys undecimalis,Coroncoro,Revuelto
Magdalena,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Revuelto
Magdalena,Peces,PezOseo,Salminus affinis,Picúa,Grande
Magdalena,Peces,PezOseo,Salminus affinis,Picúa,Pequeño
Magdalena,Peces,PezOseo,Salminus affinis,Picúa,Revuelto
Magdalena,Peces,PezOseo,Sorubim cuspicaudus,Blanquillo,Grande
Magdalena,Peces,PezOseo,Sorubim cuspicaudus,Blanquillo,Mediano
Magdalena,Peces,PezOseo,Sorubim cuspicaudus,Blanquillo,Pequeño
Magdalena,Peces,PezOseo,Sorubim cuspicaudus,Blanquillo,Revuelto
Magdalena,Peces,PezOseo,Spatuloricaria fimbriata,Caitolé,Revuelto
Magdalena,Peces,PezOseo,Spatuloricaria gymnogaster,Zapatero,Revuelto
Magdalena,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Revuelto
Magdalena,Peces,PezOseo,Trichopodus pectoralis,Barbona,Revuelto
Magdalena,Peces,PezOseo,Triportheus magdalenae,Arenca,Grande
Magdalena,Peces,PezOseo,Triportheus magdalenae,Arenca,Revuelto
Atrato,Peces,PezOseo,Colossoma macropomum,Cachama negra,Extragrande
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Extragrande
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Extragrande
Atrato,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Varios tamaños
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Extragrande
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Grande
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Mediano
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Pequeño
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Revuelto
Pacífico,Peces,PezOseo,Ablennes hians,Agujón sable,Varios tamaños
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Grande
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Mediano
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Pequeño
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Ranfaña
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Revuelto
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Sierrilla G
Pacífico,Peces,PezOseo,Acanthocybium solandri,Sierra Wahoo,Sierrilla M
Pacífico,Peces,PezOseo,Acanthurus xanthopterus,Navaja,Pequeño
Pacífico,Peces,PezOseo,Acanthurus xanthopterus,Navaja,Revuelto
Pacífico,Peces,PezOseo,Acanthurus xanthopterus,Navaja,Varios tamaños
Pacífico,Peces,PezOseo,Achirus klunzingeri,Lenguado redondo,Grande
Pacífico,Peces,PezOseo,Achirus klunzingeri,Lenguado redondo,Pequeño
Pacífico,Peces,PezOseo,Achirus klunzingeri,Lenguado redondo,Revuelto
Pacífico,Peces,PezOseo,Achirus klunzingeri,Lenguado redondo,Varios tamaños
Pacífico,Peces,PezOseo,Albula pacifica,Lisa bonita,Grande
Pacífico,Peces,PezOseo,Albula pacifica,Lisa bonita,Mediano
Pacífico,Peces,PezOseo,Albula pacifica,Lisa bonita,Pequeño
Pacífico,Peces,PezOseo,Alectis ciliaris,Pez cabuya,Extragrande
Pacífico,Peces,PezOseo,Alectis ciliaris,Pez cabuya,Grande
Pacífico,Peces,PezOseo,Alectis ciliaris,Pez cabuya,Mediano
Pacífico,Peces,PezOseo,Alectis ciliaris,Pez cabuya,Pequeño
Pacífico,Peces,PezOseo,Alectis ciliaris,Pez cabuya,Revuelto
Pacífico,Peces,PezOseo,Aluterus monoceros,Marfilillo,Grande
Pacífico,Peces,PezOseo,Aluterus monoceros,Marfilillo,Mediano
Pacífico,Peces,PezOseo,Aluterus monoceros,Marfilillo,Pequeño
Pacífico,Peces,PezOseo,Aluterus monoceros,Marfilillo,Revuelto
Pacífico,Peces,PezOseo,Aluterus monoceros,Marfilillo,Varios tamaños
Pacífico,Moluscos,Bivalvo,Anadara similis,Piangua mediana,Grande
Pacífico,Moluscos,Bivalvo,Anadara similis,Piangua mediana,Revuelto
Pacífico,Moluscos,Bivalvo,Anadara similis,Piangua mediana,Varios tamaños
Pacífico,Moluscos,Bivalvo,Anadara spp.,Piangua,Grande
Pacífico,Moluscos,Bivalvo,Anadara spp.,Piangua,Mediano
Pacífico,Moluscos,Bivalvo,Anadara spp.,Piangua,Revuelto
Pacífico,Moluscos,Bivalvo,Anadara spp.,Piangua,Varios tamaños
Pacífico,Moluscos,Bivalvo,Anadara tuberculosa,Piangua grande,Grande
Pacífico,Moluscos,Bivalvo,Anadara tuberculosa,Piangua grande,Pequeño
Pacífico,Moluscos,Bivalvo,Anadara tuberculosa,Piangua grande,Revuelto
Pacífico,Moluscos,Bivalvo,Anadara tuberculosa,Piangua grande,Varios tamaños
Pacífico,Peces,PezOseo,Anisotremus interruptus,Grano de oro,Revuelto
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Grande
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Mediano
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Pequeño
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Revuelto
Pacífico,Peces,PezOseo,Anisotremus spp.,Curruco,Varios tamaños
Pacífico,Peces,PezOseo,Anisotremus taeniatus,Roncador amarillo rayado,Grande
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Grande
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Mediano
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Pequeño
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Pescado especial
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Ranfaña
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Revuelto
Pacífico,Peces,PezOseo,Ariopsis seemanni,Canchimalo,Varios tamaños
Pacífico,Peces,PezOseo,Auxis brachydorax,Madurito,Grande
Pacífico,Peces,PezOseo,Auxis brachydorax,Madurito,Mediano
Pacífico,Peces,PezOseo,Auxis brachydorax,Madurito,Pequeño
Pacífico,Peces,PezOseo,Auxis brachydorax,Madurito,Pescado menudo
Pacífico,Peces,PezOseo,Auxis brachydorax,Madurito,Revuelto
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Extragrande
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Grande
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Mediano
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Pequeño
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Pescado menudo
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Ranfaña
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Revuelto
Pacífico,Peces,PezOseo,Bagre panamensis,Barbinche,Varios tamaños
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Extragrande
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Grande
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Mediano
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Pequeño
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Pescado grueso
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Pescado menudo
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Ranfaña
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Revuelto
Pacífico,Peces,PezOseo,Bagre pinnimaculatus,Alguacil,Varios tamaños
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Grande
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Mediano
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Pequeño
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Pescado menudo
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Revuelto
Pacífico,Peces,PezOseo,Bairdiella ensifera,Corvina aletiamarilla,Varios tamaños
Pacífico,Peces,PezOseo,Balistes polylepis,Pejecuera,Grande
Pacífico,Peces,PezOseo,Balistes polylepis,Pejecuera,Mediano
Pacífico,Peces,PezOseo,Balistes polylepis,Pejecuera,Pequeño
Pacífico,Peces,PezOseo,Balistes polylepis,Pejecuera,Varios tamaños
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Grande
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Mediano
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Pequeño
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Ranfaña
Pacífico,Peces,PezOseo,Brotula clarkae,Merluza,Revuelto
Pacífico,Peces,PezOseo,Brycon meeki,Sábalo de río,Grande
Pacífico,Peces,PezOseo,Brycon meeki,Sábalo de río,Mediano
Pacífico,Peces,PezOseo,Brycon meeki,Sábalo de río,Revuelto
Pacífico,Peces,PezOseo,Brycon meeki,Sábalo de río,Varios tamaños
Pacífico,Crustáceos,Jaiba,Callinectes spp.,Jaiba,Grande
Pacífico,Crustáceos,Jaiba,Callinectes spp.,Jaiba,Revuelto
Pacífico,Crustáceos,Jaiba,Callinectes spp.,Jaiba,Varios tamaños
Pacífico,Crustáceos,Jaiba,Callinectes toxotes,Jaiba,Grande
Pacífico,Crustáceos,Jaiba,Callinectes toxotes,Jaiba,Pequeño
Pacífico,Crustáceos,Jaiba,Callinectes toxotes,Jaiba,Revuelto
Pacífico,Crustáceos,Jaiba,Callinectes toxotes,Jaiba,Varios tamaños
Pacífico,Peces,PezOseo,Canthidermis maculata,Chancho,Mediano
Pacífico,Peces,PezOseo,Canthidermis maculata,Chancho,Pequeño
Pacífico,Peces,PezOseo,Canthidermis maculata,Chancho,Revuelto
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Extragrande
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Grande
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Mediano
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Pequeño
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Pescado menudo
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Ranfaña
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Revuelto
Pacífico,Peces,PezOseo,Caranx caballus,Burique burica,Varios tamaños
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Extragrande
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Grande
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Mediano
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Pequeño
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Pescado menudo
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Ranfaña
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Revuelto
Pacífico,Peces,PezOseo,Caranx caninus,Jurel común Chupador,Varios tamaños
Pacífico,Peces,PezOseo,Caranx sexfasciatus,Colinegra,Grande
Pacífico,Peces,PezOseo,Caranx sexfasciatus,Colinegra,Pequeño
Pacífico,Peces,PezOseo,Caranx sexfasciatus,Colinegra,Varios tamaños
Pacífico,Peces,PezOseo,Caranx spp.,Jurel genérico Pámpano,Grande
Pacífico,Peces,PezOseo,Caranx spp.,Jurel genérico Pámpano,Pequeño
Pacífico,Peces,PezOseo,Caranx spp.,Jurel genérico Pámpano,Ranfaña
Pacífico,Peces,PezOseo,Caranx spp.,Jurel genérico Pámpano,Revuelto
Pacífico,Peces,PezOseo,Caranx vinctus,Arroz con coco,Extragrande
Pacífico,Peces,PezOseo,Caranx vinctus,Arroz con coco,Grande
Pacífico,Peces,PezOseo,Caranx vinctus,Arroz con coco,Mediano
Pacífico,Peces,PezOseo,Caranx vinctus,Arroz con coco,Pequeño
Pacífico,Peces,PezOseo,Caranx vinctus,Arroz con coco,Pescado especial
Pacífico,Peces,PezOseo,Caranx vinctus,Arroz con coco,Revuelto
Pacífico,Peces,PezOseo,Cathorops fuerthii,Canchimala amarilla,Grande
Pacífico,Peces,PezOseo,Cathorops fuerthii,Canchimala amarilla,Mediano
Pacífico,Peces,PezOseo,Cathorops fuerthii,Canchimala amarilla,Pequeño
Pacífico,Peces,PezOseo,Cathorops fuerthii,Canchimala amarilla,Revuelto
Pacífico,Peces,PezOseo,Cathorops fuerthii,Canchimala amarilla,Varios tamaños
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Grande
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Mediano
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Pequeño
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Revuelto
Pacífico,Peces,PezOseo,Caulolatilus affinis,Cabezudo cubo,Varios tamaños
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Extragrande
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Grande
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Mediano
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Pequeño
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Pescado especial
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Pescado menudo
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Ranfaña
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Revuelto
Pacífico,Peces,PezOseo,Centropomus armatus,Gualajo,Varios tamaños
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Extragrande
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Grande
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Mediano
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Pequeño
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Pescado especial
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Pescado grueso
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Pescado menudo
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Ranfaña
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Revuelto
Pacífico,Peces,PezOseo,Centropomus medius,Machetajo,Varios tamaños
Pacífico,Peces,PezOseo,Centropomus robalito,Gualajo,Grande
Pacífico,Peces,PezOseo,Centropomus robalito,Gualajo,Mediano
Pacífico,Peces,PezOseo,Centropomus robalito,Gualajo,Pequeño
Pacífico,Peces,PezOseo,Centropomus robalito,Gualajo,Revuelto
Pacífico,Peces,PezOseo,Centropomus unionensis,Machetajo,Extragrande
Pacífico,Peces,PezOseo,Centropomus unionensis,Machetajo,Grande
Pacífico,Peces,PezOseo,Centropomus unionensis,Machetajo,Mediano
Pacífico,Peces,PezOseo,Centropomus unionensis,Machetajo,Pequeño
Pacífico,Peces,PezOseo,Centropomus unionensis,Machetajo,Revuelto
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Extragrande
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Grande
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Mediano
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Pequeño
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Ranfaña
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Revuelto
Pacífico,Peces,PezOseo,Centropomus viridis,Róbalo,Varios tamaños
Pacífico,Peces,PezOseo,Centropumus spp.,Gualajo machetajo,Grande
Pacífico,Peces,PezOseo,Centropumus spp.,Gualajo machetajo,Mediano
Pacífico,Peces,PezOseo,Centropumus spp.,Gualajo machetajo,Pequeño
Pacífico,Peces,PezOseo,Centropumus spp.,Gualajo machetajo,Revuelto
Pacífico,Peces,PezOseo,Centropumus spp.,Gualajo machetajo,Varios tamaños
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Grande
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Mediano
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Pequeño
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Pescado menudo
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Ranfaña
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Revuelto
Pacífico,Peces,PezOseo,Chaetodipterus zonatus,Palma rayada,Varios tamaños
Pacífico,Peces,PezOseo,Chaetodon humeralis,Bonita,Varios tamaños
Pacífico,Peces,PezOseo,Chloroscombrus orqueta,Abundancia,Mediano
Pacífico,Peces,PezOseo,Cirrhitus rivulatus,"Pejetigre, Pez tigre",Mediano
Pacífico,Peces,PezOseo,Conodon serrifer,Guerrillero,Grande
Pacífico,Peces,PezOseo,Conodon serrifer,Guerrillero,Revuelto
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Extragrande
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Grande
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Mediano
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Pequeño
Pacífico,Peces,PezOseo,Coryphaena hippurus,Dorado,Revuelto
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Grande
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Mediano
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Pequeño
Pacífico,Peces,PezOseo,Cyclopsetta querna,Lenguado,Revuelto
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Extragrande
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Grande
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Mediano
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Pequeño
Pacífico,Peces,PezOseo,Cynoponticus coniceps,Zafiro,Revuelto
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Extragrande
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Grande
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Mediano
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Pequeño
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Pescado especial
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Ranfaña
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Revuelto
Pacífico,Peces,PezOseo,Cynoscion albus,Corvina,Varios tamaños
Pacífico,Peces,PezOseo,Cynoscion nortoni,Peladilla,Grande
Pacífico,Peces,PezOseo,Cynoscion nortoni,Peladilla,Mediano
Pacífico,Peces,PezOseo,Cynoscion nortoni,Peladilla,Pequeño
Pacífico,Peces,PezOseo,Cynoscion nortoni,Peladilla,Revuelto
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Extragrande
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Grande
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Mediano
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Pequeño
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Pescado especial
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Pescado menudo
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Ranfaña
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Revuelto
Pacífico,Peces,PezOseo,Cynoscion phoxocephalus,Pelada blanca,Varios tamaños
Pacífico,Peces,PezOseo,Cynoscion spp.,Corvina,Grande
Pacífico,Peces,PezOseo,Cynoscion spp.,Corvina,Mediano
Pacífico,Peces,PezOseo,Cynoscion spp.,Corvina,Pequeño
Pacífico,Peces,PezOseo,Cynoscion spp.,Corvina,Pescado especial
Pacífico,Peces,PezOseo,Cynoscion spp.,Corvina,Revuelto
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Extragrande
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Grande
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Mediano
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Pequeño
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Pescado menudo
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Revuelto
Pacífico,Peces,PezOseo,Cynoscion squamipinnis,Pelada roncona,Varios tamaños
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Grande
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Mediano
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Pequeño
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Pescado grueso
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Pescado menudo
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Ranfaña
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Revuelto
Pacífico,Peces,PezOseo,Diapterus brevirostris,Palometa aletiamarilla,Varios tamaños
Pacífico,Peces,PezOseo,Diplectrum pacificum,Cagua,Grande
Pacífico,Peces,PezOseo,Diplectrum pacificum,Cagua,Pequeño
Pacífico,Peces,PezOseo,Diplectrum pacificum,Cagua,Revuelto
Pacífico,Peces,PezOseo,Diplectrum spp.,Cagua Bocón,Grande
Pacífico,Peces,PezOseo,Diplectrum spp.,Cagua Bocón,Pequeño
Pacífico,Peces,PezOseo,Diplectrum spp.,Cagua Bocón,Revuelto
Pacífico,Moluscos,Bivalvo,Donax dentifer,Almeja,Revuelto
Pacífico,Moluscos,Pulpos/Calamares,Dosidicus gigas,Calamar pota,Grande
Pacífico,Moluscos,Pulpos/Calamares,Dosidicus gigas,Calamar pota,Pequeño
Pacífico,Moluscos,Pulpos/Calamares,Dosidicus gigas,Calamar pota,Revuelto
Pacífico,Peces,PezOseo,Elagatis bipinnulata,"Salmón, Sardinata macarela",Grande
Pacífico,Peces,PezOseo,Elagatis bipinnulata,"Salmón, Sardinata macarela",Revuelto
Pacífico,Peces,PezOseo,Elattarchus archidium,Cajero sierra,Grande
Pacífico,Peces,PezOseo,Elops affinis,Lisa espinosa,Grande
Pacífico,Peces,PezOseo,Elops affinis,Lisa espinosa,Mediano
Pacífico,Peces,PezOseo,Elops affinis,Lisa espinosa,Pequeño
Pacífico,Peces,PezOseo,Elops affinis,Lisa espinosa,Revuelto
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Extragrande
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Grande
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Mediano
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Pequeño
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Revuelto
Pacífico,Peces,PezOseo,Epinephelus analogus,Cabrilla,Varios tamaños
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Extragrande
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Grande
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Mediano
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Pequeño
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Pescado especial
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Ranfaña
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Revuelto
Pacífico,Peces,PezOseo,Epinephelus quinquefasciatus,Mero,Varios tamaños
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Extragrande
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Grande
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Mediano
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Pequeño
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Pescado especial
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Revuelto
Pacífico,Peces,PezOseo,Epinephelus spp.,Mero,Varios tamaños
Pacífico,Peces,PezOseo,Eucinostomus currani,Leiro,Pequeño
Pacífico,Peces,PezOseo,Eucinostomus currani,Leiro,Revuelto
Pacífico,Peces,PezOseo,Eucinostomus currani,Leiro,Varios tamaños
Pacífico,Peces,PezOseo,Eucinostomus dowii,Palometa,Grande
Pacífico,Peces,PezOseo,Eucinostomus dowii,Palometa,Pequeño
Pacífico,Peces,PezOseo,Eucinostomus dowii,Palometa,Pescado menudo
Pacífico,Peces,PezOseo,Euprepocaranx dorsalis,Jurel pampano,Pequeño
Pacífico,Peces,PezOseo,Euprepocaranx dorsalis,Jurel pampano,Revuelto
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Extragrande
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Grande
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Mediano
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Pequeño
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Ranfaña
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Revuelto
Pacífico,Peces,PezOseo,Euthynnus lineatus,Atún patiseca,Varios tamaños
Pacífico,Peces,PezOseo,Genyatremus dovii,Curruca tres rayas,Pequeño
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Grande
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Mediano
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Pequeño
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Pescado menudo
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Revuelto
Pacífico,Peces,PezOseo,Genyatremus pacifici,Curruca tres rayas,Varios tamaños
Pacífico,Peces,PezOseo,Haemulon scudderii,Roncador,Mediano
Pacífico,Peces,PezOseo,Haemulon scudderii,Roncador,Pequeño
Pacífico,Peces,PezOseo,Haemulon scudderii,Roncador,Revuelto
Pacífico,Peces,PezOseo,Haemulon scudderii,Roncador,Varios tamaños
Pacífico,Peces,PezOseo,Haemulopsis axillaris,Roncador,Extragrande
Pacífico,Peces,PezOseo,Haemulopsis axillaris,Roncador,Grande
Pacífico,Peces,PezOseo,Haemulopsis axillaris,Roncador,Mediano
Pacífico,Peces,PezOseo,Haemulopsis axillaris,Roncador,Pequeño
Pacífico,Peces,PezOseo,Haemulopsis axillaris,Roncador,Pescado menudo
Pacífico,Peces,PezOseo,Haemulopsis axillaris,Roncador,Revuelto
Pacífico,Peces,PezOseo,Haemulopsis elongatus,Kiskis Llama marea,Grande
Pacífico,Peces,PezOseo,Haemulopsis elongatus,Kiskis Llama marea,Mediano
Pacífico,Peces,PezOseo,Haemulopsis elongatus,Kiskis Llama marea,Pequeño
Pacífico,Peces,PezOseo,Haemulopsis elongatus,Kiskis Llama marea,Pescado menudo
Pacífico,Peces,PezOseo,Haemulopsis elongatus,Kiskis Llama marea,Revuelto
Pacífico,Peces,PezOseo,Haemulopsis leuciscus,Roncador,Pequeño
